gene,module,program,umap1,umap2
CD3E,1,other,3.4034755,3.115368
CORO1A,1,other,2.666958,3.1002293
RAC2,1,other,2.7637613,3.0100472
PTPRC,1,other,2.8110006,3.0925262
CD52,1,other,2.7649748,3.0410922
CD3D,1,other,3.4687884,3.1348896
CD2,1,other,3.5332854,3.1063933
HCST,1,other,2.8609655,3.102684
CD37,1,other,2.64047,3.1960516
KRT19,0,other,-3.2968159,7.617686
CD69,1,IFN_gamma,3.1688976,3.1397173
LAPTM5,1,other,2.4660466,3.3172429
LCK,1,other,3.6173453,3.216017
ARHGDIB,1,other,2.3272686,3.236094
BTG1,1,IFN_gamma,1.6692833,3.7271414
KRT18,0,other,-3.3263612,7.67188
SRGN,1,other,2.5416524,3.3037817
KRT8,0,other,-3.2858853,7.6316795
CD7,1,other,3.617009,3.0819695
C1S,2,IFN_alpha,1.1117302,10.012215
LIMD2,1,other,2.746711,3.0609355
TTK,7,G2M,1.9459205,15.512173
CXCR4,1,other,2.9356155,3.1862543
CALD1,2,other,0.8589833,9.282458
BRIP1,7,S_phase,2.0310705,15.408799
SERPING1,2,IFN_gamma,1.189256,9.109894
IL32,1,other,3.4644654,3.0821369
CST7,1,other,4.1747255,3.0234714
CD24,0,other,-3.4251506,7.5495706
HJURP,7,G2M,1.7044917,15.752838
EVL,1,other,3.2618709,3.3748152
TRBC2,1,other,3.5742218,3.2327056
IL2RG,1,other,2.9542253,3.0088313
CYTIP,1,other,3.1168797,3.2080474
FYB1,1,other,2.6595278,3.238896
SPINT2,0,other,-3.434217,7.562457
COL6A2,2,other,0.93298066,9.821879
EXO1,7,S_phase,1.975947,15.504407
GZMA,1,IFN_gamma,4.4619737,3.0268443
E2F8,7,S_phase,2.0039797,15.492904
S100A13,0,other,-0.5367319,8.029891
CCL5,1,IFN_gamma,4.1682043,3.0525513
HLA-E,1,other,1.3477988,3.9002578
CKAP2L,7,G2M,1.5113966,15.817413
KRT7,0,other,-3.3248403,7.721968
BATF2,7,IFN_alpha,2.1848261,15.183305
NEK2,7,G2M,1.7991232,15.650053
CDC25C,7,G2M,2.0939333,15.376224
FCER1G,4,other,2.9892821,7.5781245
CDC45,7,S_phase,1.8443695,15.604376
CDCA2,7,G2M,1.4034992,15.8698435
KIF2C,7,G2M,1.4581275,15.890161
CCNE2,7,S_phase,1.7609609,15.54567
AURKB,7,G2M,1.1375453,15.799084
DLGAP5,7,G2M,1.2927351,15.967657
C1R,2,IFN_gamma,1.2000738,10.172026
COL6A1,2,other,0.90050435,10.054474
TYROBP,4,other,2.8377786,7.4440484
GSN,2,other,1.2218819,8.599721
KIF11,7,G2M,1.5192089,15.821549
GAS2L3,7,G2M,2.1116216,15.232038
CST3,4,other,1.3688154,8.174296
ANLN,7,G2M,1.3181458,15.936783
SPARC,2,other,1.2269849,9.188195
IGFBP7,2,other,1.4904715,9.037226
CD9,0,other,-0.1754073,8.217612
CDC6,7,S_phase,1.8435386,15.5372715
IGFBP4,2,other,1.251248,8.986664
BUB1,7,G2M,1.4660066,15.811193
HMMR,7,G2M,1.3674318,15.895413
DTL,7,S_phase,1.6452029,15.614883
GTSE1,7,G2M,1.1176062,15.88553
LCP1,1,other,2.6235917,3.376009
KIF23,7,G2M,1.2103076,15.91357
SARAF,1,other,1.4738747,3.860693
MDK,0,other,-0.6179049,8.217006
RAD51,7,S_phase,1.8445681,15.599428
CD68,4,other,2.760659,7.698589
AIF1,4,other,2.9974566,7.679021
NKG7,1,other,4.5689726,3.047825
GPSM3,1,other,2.5336666,3.3325806
ZFP36L2,1,other,1.5134826,3.9526572
CENPA,7,G2M,1.1862707,15.944436
AZGP1,0,other,-3.3339067,7.596599
APP,2,other,0.9017032,8.631736
FXYD3,0,other,-3.4432263,7.7097383
PLA2G4A,7,IFN_gamma,2.1787035,15.032886
ACAP1,1,other,3.4648428,3.5478647
LTB,1,other,3.4557698,3.669107
AEBP1,2,other,1.0541463,10.129059
LYZ,4,other,3.0329232,7.677094
BGN,2,other,0.78901404,9.808493
FSTL1,2,other,1.0849644,10.039929
NUF2,7,G2M,1.1316129,15.886263
SPARCL1,2,other,1.7267574,9.0438385
GMFG,1,other,2.553939,3.3250742
BANK1,7,IFN_gamma,2.2777493,14.76331
IL7R,1,other,3.4710858,3.5957174
SERPINF1,2,other,1.2348572,9.878269
SPI1,4,other,3.092567,7.492051
MALAT1,5,other,1.447929,5.429045
MMP2,2,other,1.0997237,10.165435
CDCA3,7,G2M,1.058047,15.845589
CD3G,1,other,3.901488,3.4168944
CD274,7,IFN_gamma,2.2785742,14.850918
AURKA,7,G2M,1.100854,15.887843
PSRC1,7,G2M,1.4258728,15.81466
CAVIN1,2,other,1.464906,9.107395
DCN,2,other,1.0607504,10.113641
LCP2,1,IFN_gamma,2.6772828,3.3678267
GRN,4,other,1.5623024,7.924498
MYL9,2,other,0.64336467,9.323088
ITGB2,1,other,2.4027603,3.582071
DSCC1,7,S_phase,1.7812643,15.605617
IL7,7,IFN_alpha,2.1598299,14.974714
CDCA8,7,G2M,0.99675107,15.834897
NUPR1,0,other,-0.60793334,8.24181
PCOLCE,2,other,1.2193751,10.198218
TSC22D3,1,other,1.6056491,3.9057226
TNFAIP3,1,IFN_gamma,2.6147034,3.4294999
P2RY14,7,IFN_gamma,2.1455357,15.004068
SELP,7,IFN_gamma,2.1111126,14.930061
TBC1D10C,1,other,3.6596453,3.425211
MGST1,0,other,-3.349525,7.5870633
BLM,7,S_phase,1.6094943,15.52867
HSPG2,2,other,1.9545568,9.134492
SH3BGRL3,1,other,0.25714925,4.026206
KLRK1,7,IFN_gamma,2.1272879,15.142141
SERPINH1,2,other,0.9466137,9.253195
FN1,2,other,1.0222253,9.5206175
LMNA,2,other,0.8505055,8.760349
CTSK,2,other,1.1718302,10.477874
LAT,1,other,3.9058497,3.3961306
MGP,0,other,-0.71084076,8.424873
SEPT1,1,other,3.5944493,3.4774864
A2M,2,other,2.0329964,9.053852
CENPE,7,G2M,1.0657353,15.881982
COL1A2,2,other,0.92097604,9.921561
RGS1,1,other,2.5736372,3.4120672
CTSW,1,other,4.702899,3.1236048
FCGR1A,4,IFN_gamma,2.5376222,13.9201765
HLA-A,1,IFN_gamma,1.3052689,3.917692
COL5A2,2,other,0.94446635,10.373712
LUM,2,other,1.0587586,10.22548
ADIRF,0,other,-0.3725635,7.9753995
TM4SF1,6,other,0.5015782,8.224869
SPOCK2,1,other,3.9881074,3.5063396
CLSPN,7,S_phase,0.90230644,15.465609
TRAC,1,other,3.9629478,3.3520863
BCAM,6,other,1.0030845,8.3091
TIMP3,2,other,1.3526912,9.108366
C1QC,4,other,2.866477,7.6255097
CRIP2,2,other,0.6785894,8.322752
IFI30,4,IFN_alpha,2.573465,13.692431
S100A14,0,other,-3.4962225,7.6437783
MARCKSL1,0,other,-0.6728406,7.7423744
CCNB2,7,G2M,0.7554135,15.709277
HCLS1,1,other,2.678332,3.456216
ALOX5AP,1,other,3.013183,3.2250512
CD8A,1,other,4.617794,3.0778248
PSMB9,1,IFN_alpha,1.1883622,3.6978624
TPM1,2,other,0.31783018,9.082976
IL2RB,1,IFN_gamma,3.9610796,3.3983405
UHRF1,7,S_phase,0.81722987,15.4293585
SFRP2,2,other,1.0821308,10.204109
RARRES2,2,other,1.2457763,10.250385
C1QB,4,other,2.8126743,7.6022544
GPR18,7,IFN_gamma,2.1730769,15.064668
CD48,1,other,2.7866077,3.1940095
PTGS2,7,IFN_gamma,2.26503,14.870797
CD27,1,other,3.9966466,3.4325876
CNN3,2,other,0.9750397,9.052671
RNASE1,6,other,2.571189,8.883367
DUSP2,1,other,3.3157454,3.1636062
COL4A2,2,other,1.8965036,9.1471615
S100A16,0,other,-0.50255877,7.9013968
IL6,7,IFN_gamma,2.240832,14.969213
ISG20,1,IFN_alpha,2.6867726,3.0354402
DSTN,0,other,-0.6247492,7.8397417
FCGRT,4,other,1.6696216,7.874818
COL3A1,2,other,0.9132385,10.036532
RRM2,7,S_phase,0.28038567,15.29166
IDO1,7,IFN_gamma,2.224148,14.660845
FPR1,7,IFN_gamma,2.5404754,14.209344
VCAN,2,other,0.8838572,10.359093
S100A4,1,other,0.79755956,4.117537
RPS29,9,other,-1.4360758,3.2811358
CTSB,4,other,1.7243364,7.865601
STK17A,1,other,3.3112297,3.3607326
GLUL,4,other,0.075535595,7.1464615
C1QA,4,other,2.9288225,7.6197877
TPM2,2,other,0.60544914,9.494899
CHAF1B,7,S_phase,1.5975994,15.468069
LSP1,1,other,2.1379611,3.6767354
COL1A1,2,other,0.9530126,9.926086
CTHRC1,2,other,0.7172733,10.34034
CD86,4,IFN_gamma,2.5380447,13.997405
TCF4,2,other,1.8584088,9.021071
TRBC1,1,other,3.9285898,3.4185283
SECTM1,7,IFN_gamma,2.2308683,14.882011
LGALS3BP,2,IFN_alpha,1.2346731,9.442041
HLA-DRA,4,other,3.311875,6.8973637
CXCL11,7,IFN_alpha,2.2407286,14.501902
CD59,2,other,0.67154926,8.599955
HLA-B,1,IFN_gamma,1.2902977,3.8898768
LAPTM4A,2,other,0.94593316,8.536857
RPS15A,9,other,-1.6474688,2.801943
HLA-DRB5,4,other,3.3164334,6.9133644
MS4A6A,4,other,2.9797616,7.7195487
JUNB,19,other,1.5236592,4.333225
IFI27,2,IFN_alpha,1.4722477,8.742007
CCL4,1,other,4.406754,3.0329978
TRAF3IP3,1,other,3.5929163,3.6460772
RAD51AP1,7,S_phase,0.923977,15.6165085
CCDC80,2,other,1.1352595,10.412851
PRSS23,2,other,1.1074823,9.264753
TIMP1,2,other,1.1593945,8.679926
RPL35A,9,other,-1.7118763,2.6346524
SERPINA1,4,other,3.0318422,7.773713
RPS3,9,other,-1.7832844,2.5603025
RPS14,9,other,-1.8223876,2.4395173
HLA-DPA1,4,other,3.2648654,6.852643
COL6A3,2,other,0.86043227,10.186334
RPL5,9,other,-1.5132383,3.3326628
GIMAP4,1,other,2.9659846,3.6623812
ISLR,2,other,1.0942042,10.359617
NDC80,7,G2M,0.9392135,15.800528
CD53,1,other,2.671426,3.4020576
CD63,4,other,1.2209475,8.197335
LAMP3,7,IFN_alpha,2.0917544,14.8212385
HLA-DRB1,4,IFN_gamma,3.2767065,6.9185305
IFITM2,1,IFN_alpha,0.8398492,4.2656784
HLA-DQA1,4,IFN_gamma,3.2762175,6.90483
LRP1,2,other,1.347743,10.367781
TMEM176B,4,other,2.1511757,8.249274
NEAT1,5,other,1.4633055,6.0052314
RAB13,0,other,-0.52635324,7.70507
GIMAP7,1,other,3.3702056,4.086329
NNMT,2,other,1.0788665,9.475874
HLA-DQB1,4,other,3.2327702,6.9424367
GMPR,7,IFN_alpha,2.1795726,14.75421
THY1,2,other,0.98852766,10.248929
RPS27A,9,other,-1.8233284,2.3689747
CAV1,2,other,1.8295416,9.293895
PTPRCAP,1,other,3.5129716,3.3370843
RHOB,0,other,0.0052223634,7.7606454
CMKLR1,7,IFN_gamma,2.371406,14.493185
RPS21,9,other,-1.7334524,2.501139
IFITM3,2,IFN_alpha,1.0467821,8.500225
XBP1,0,other,-3.3284655,7.7474465
FXYD5,1,other,1.464238,3.7973936
RPSA,9,other,-1.527215,3.4925368
RPS3A,9,other,-1.7796519,2.721314
CD74,4,IFN_alpha,3.371256,6.855291
CDK1,7,G2M,0.15235154,15.346456
METTL7B,7,IFN_gamma,2.1291087,15.258013
SMIM22,0,other,-3.617137,7.798912
IFITM1,1,IFN_alpha,1.0017292,4.0213804
SLC9A3R1,1,other,2.1544564,4.78136
PSAP,4,other,1.4355693,7.8705707
RPS23,9,other,-1.8276725,2.512183
SELENOM,0,other,-0.16744922,8.389774
RPS12,9,other,-1.8595891,2.1580107
HLA-DMA,4,IFN_gamma,3.2688425,6.9059954
RPL30,9,other,-1.9525524,2.2495425
CDC20,7,G2M,0.2223431,15.410999
HLA-C,1,IFN_alpha,1.3199636,3.9382937
TMSB4X,1,other,0.50415945,3.7955809
RPL32,9,other,-1.8712496,2.175697
TACSTD2,0,other,-3.4404192,7.6015315
RPS27,9,other,-1.7681228,2.28724
RPL14,9,other,-1.6240256,2.8448994
CTSS,4,other,2.9653118,7.18011
CYBA,1,other,2.1219416,3.5450091
PFN1,1,other,0.013996251,4.073846
ZFP36,19,other,1.5479724,4.454856
MKI67,7,G2M,0.08437651,15.249894
RPS25,9,other,-1.5654278,2.7611725
TIMP2,2,other,1.2115463,10.310341
GATA3,0,other,-3.0586994,7.327035
BIRC5,7,G2M,0.13618378,15.257787
CD247,1,other,4.0822096,3.6191046
RPS7,9,other,-1.6541723,2.6299927
RPL21,9,other,-1.623317,3.1137323
CLDN4,0,other,-3.5387568,7.6640897
RPS6,9,other,-1.831274,3.010727
CTSL,4,other,2.2734623,8.142386
FGL2,4,IFN_gamma,2.5963624,13.715996
UBE2C,7,G2M,0.06361605,15.203962
NME4,0,other,-1.1037568,7.7410984
POLA1,7,S_phase,1.7655778,15.119943
COL4A1,2,other,1.9506015,9.15879
RPS16,9,other,-1.7973695,3.0633004
RPL10A,9,other,-1.7084911,3.3929043
RPL39,9,other,-1.81755,2.10147
CXCL10,7,IFN_alpha,2.4278789,13.989994
RPS5,9,other,-1.707481,3.0995774
TOP2A,7,G2M,0.082275786,15.298015
CYB5A,0,other,-0.87652344,8.043189
RPS13,9,other,-1.7009672,2.6682827
RPL26,9,other,-1.4288949,3.4496598
MYL12A,1,other,0.25489244,4.110708
SOX4,0,other,-0.6053569,8.000377
NPC2,4,other,1.6455806,7.835297
RPL36,9,other,-1.8473217,2.3872256
RPL23A,9,other,-1.7098268,3.0745528
B2M,1,IFN_alpha,1.1133251,3.9033022
NUSAP1,7,G2M,0.10010195,15.378248
COL5A1,2,other,0.9725883,10.764649
RPL29,9,other,-1.7308046,2.7647293
RPS18,9,other,-2.033211,2.1815715
PSME1,1,IFN_alpha,0.31199622,4.1156883
DUSP1,19,other,1.6154013,4.420667
HLA-DPB1,4,other,3.207496,6.8898673
RPL6,9,other,-1.6484499,2.844438
BTF3,9,other,-1.2919065,3.7082713
RPL18,9,other,-1.7463737,2.5746446
CRABP2,0,other,-0.8175217,8.275785
CFH,2,IFN_gamma,1.302294,10.103613
RPL34,9,other,-1.7902004,2.313299
TAGLN,2,other,0.49549383,9.406209
BEX3,0,other,-0.63373536,8.216172
ECT2,7,G2M,1.0881299,15.70617
SELL,1,IFN_alpha,3.5476682,4.067738
RPL18A,9,other,-1.8504909,2.1541924
H2AFJ,0,other,-1.5911734,7.3977895
TXN,0,other,-1.2826949,6.062435
RPS4X,9,other,-1.7705748,2.609754
TSTD1,0,other,-2.792005,7.003271
MIF,0,other,-1.3925152,5.0584445
TYMS,7,S_phase,0.17617287,15.083926
RPL7A,9,other,-1.6792637,2.7643547
RPL9,9,other,-1.6374873,3.1511662
TXNIP,5,IFN_alpha,1.6194012,3.7956893
XIST,5,other,1.7856618,6.0427275
RPL36AL,9,other,-0.9543782,3.8593688
TPX2,7,G2M,0.072163135,15.30087
PSMA2,7,IFN_gamma,2.0362153,15.009167
RPL37,9,other,-1.8992237,2.2680042
CD151,2,other,0.52287066,8.559875
FBLN1,2,other,1.4597052,10.647594
RPL15,9,other,-1.5612363,2.9847343
APOC1,4,other,2.7820385,7.726239
COTL1,1,other,2.0483425,3.7395358
RPL8,9,other,-1.8774649,2.2457888
ATOX1,0,other,-0.75232524,6.4726415
GZMK,1,other,4.5479794,3.3768926
COX6C,0,other,-1.7477311,5.2230663
RPL3,9,other,-1.8264269,3.293275
CXCL12,2,other,1.36195,10.229929
ANXA2,0,other,-0.24037962,6.2613173
DDX5,5,other,1.020748,5.2132154
EEF1B2,9,other,-1.5833257,3.5366726
RACK1,9,other,-1.5507667,3.5065837
FAU,9,other,-1.3898332,2.9636967
RAMP2,6,other,2.5758576,9.16442
LGALS3,2,other,0.057871714,6.4746923
APOE,4,other,2.449761,7.967667
IL10RA,1,IFN_gamma,2.9183447,3.588021
CCL7,7,IFN_gamma,2.2880638,14.887247
IRF8,4,IFN_gamma,2.5234926,14.089914
GZMM,1,other,4.326154,3.5138817
ENG,6,other,2.5464838,9.060369
ATP5MG,9,other,-1.1264222,4.1098156
PTMS,0,other,-0.595925,7.3910875
WDR76,7,S_phase,0.9727961,15.275846
IRF4,7,IFN_gamma,2.0405288,14.706563
CD38,7,IFN_gamma,2.0376558,14.595001
PRDX1,0,other,-0.83636713,6.1855364
MCM2,7,S_phase,0.9108232,15.336382
RPL24,9,other,-1.5663457,3.0873175
RPL19,9,other,-1.9198773,2.2021527
RPL11,9,other,-1.8232191,2.1777673
RPL12,9,other,-1.7804216,2.3275018
RPS19,9,other,-1.925725,2.1858408
MXRA8,2,other,1.2358547,10.726002
ASAH1,4,other,0.287241,7.3005204
GSTP1,0,other,-0.20121193,6.155343
GNG11,6,other,2.2263513,9.112959
NACA,9,other,-1.4740093,3.3744705
NME2,0,other,-1.3848176,6.2785087
GRINA,4,other,0.17708069,7.0240455
SELENOP,0,other,-0.6358531,8.235903
CSF2RB,7,IFN_gamma,2.2089796,14.651354
STMN1,7,other,-1.3924527,6.9382915
RPLP0,9,other,-1.8206949,3.083657
RPS8,9,other,-1.8992698,2.1044588
EMP3,1,other,1.2320933,4.044607
ITM2B,1,other,0.8285687,4.838779
GAPDH,0,other,-0.7884832,5.0461535
RPL13,9,other,-1.8612125,2.0885007
GINS2,7,S_phase,0.64936984,15.30169
RPS2,9,other,-1.7900277,3.2844412
CCRL2,7,IFN_alpha,2.3076036,14.748448
RPLP2,9,other,-1.8736258,2.3745277
VAMP8,1,IFN_gamma,2.6914246,6.5452185
ARPC2,1,other,0.20943953,4.058788
VWF,6,other,2.8424773,9.28165
LGALS1,2,other,0.06680216,6.1306734
CD8B,1,other,4.7178726,3.19728
SLC25A5,0,other,-1.1581903,5.890304
MAFB,4,other,2.4139488,8.004635
TMA7,9,other,-0.94369686,4.0129824
TMEM176A,4,other,2.1358812,8.325564
COL18A1,2,other,1.6475178,9.336153
RPS28,9,other,-1.824506,2.1061862
RNF213,5,other,1.5651853,4.942237
RPL27,9,other,-1.571282,3.4689138
FKBP4,0,other,-3.3329043,7.8255663
COX7C,9,other,-1.1225976,3.981256
RPS26,9,other,-1.1664075,3.8851979
CHCHD2,0,other,-1.3074033,4.9808207
RPL41,9,other,-1.8074917,2.0935304
S100A11,0,other,-0.6465585,5.942135
MFGE8,2,other,0.13800411,9.86499
IER3,4,other,0.09392208,6.9259768
PERP,0,other,-3.2570047,7.6914954
CIITA,7,IFN_gamma,2.3939362,14.418441
CTSH,4,other,3.2210586,7.064409
ATP5MC2,9,other,-1.1409283,4.062209
KIAA1551,1,other,3.20447,4.2439733
CXCL9,7,IFN_gamma,2.3979857,14.127246
RPS9,9,other,-1.7108378,3.276757
CFL1,1,other,-0.09739501,4.168095
FTH1,9,other,-0.632798,5.408626
SSPN,2,IFN_gamma,1.145093,10.28212
UQCRQ,0,other,-1.7025042,5.7386775
RSAD2,18,IFN_alpha,1.2711614,2.4383006
COX8A,0,other,-1.6621029,5.1901345
CDCA7,7,S_phase,0.842345,15.270337
TPI1,0,other,-0.73656344,5.3943524
PLVAP,6,other,2.731646,9.2084465
HSBP1,0,other,-1.1585088,6.3386703
ID3,2,other,1.802087,8.926929
SLC25A28,7,IFN_alpha,1.8522314,14.772221
THBS2,2,other,1.0350634,10.947905
RPL4,9,other,-1.8049488,3.6670089
CD99,1,other,0.89047,4.321774
TDRD7,7,IFN_alpha,1.9732589,14.820575
RPL22,9,other,-1.6982924,2.9483452
CLIC1,1,other,0.06717238,4.142191
CD96,1,other,4.2008905,3.8611248
TNFAIP6,7,IFN_gamma,1.8896581,14.039369
ARPC3,1,other,0.11422438,4.161246
EEF1A1,9,other,-1.776677,2.1362908
TSPAN13,0,other,0.10749515,8.148606
OASL,18,IFN_alpha,1.574014,2.3790967
PDLIM1,2,other,1.6894445,8.780209
ZAP70,1,other,4.17003,3.796095
VIM,1,other,0.6753597,4.605967
ZBP1,7,IFN_gamma,2.1036942,14.485808
RPL37A,9,other,-1.9163871,3.1444283
CCL2,4,IFN_gamma,2.5384688,8.136962
RPLP1,9,other,-1.7566377,2.0067205
COL12A1,2,other,0.9290383,10.675002
ATP5MC3,0,other,-1.6260805,5.321755
RPS24,9,other,-1.7904379,2.2537255
SPDEF,0,other,-3.8052197,7.985089
NPDC1,6,other,1.1733781,8.449371
RARRES3,1,other,3.5616834,3.2691264
H1F0,0,other,-1.0647933,7.792529
PECAM1,6,other,2.9024813,9.224641
MFAP2,2,other,0.6136524,10.538384
UBA52,9,other,-1.5973016,3.130929
BLVRB,4,other,-0.26967263,7.03322
HSPB1,0,other,-0.5779658,7.173113
SEPT6,1,other,3.272322,3.9562147
SKAP1,1,other,4.0135393,3.5373027
CENPF,7,G2M,0.07096094,15.23646
RPL38,9,other,-1.8648947,3.2118814
STK4,1,other,3.1636646,4.1994557
HNRNPA1,9,other,-1.2703687,3.6815171
RPL7,9,other,-1.9279863,3.7474148
SYNGR2,4,other,3.0497797,6.810275
RPL28,9,other,-1.7106346,2.1528525
TOMM7,9,other,-1.1048158,3.7013965
FCGR3A,4,other,2.9654467,7.85284
CALM1,1,other,0.256825,4.1042295
ELF3,0,other,-3.5545337,7.787555
DUSP4,1,other,2.4764419,5.083633
RPS15,9,other,-1.8316512,2.2319427
RPL31,9,other,-1.6956005,3.2660892
GBP6,7,IFN_gamma,2.0352514,15.391332
APLP2,4,other,1.2006446,7.93238
PRDX4,15,other,0.08234185,8.32265
GZMB,1,other,5.069181,3.2596886
HTRA1,2,other,1.2075541,10.29729
PRF1,1,other,5.0256424,3.2854047
H3F3A,0,other,-1.0554436,4.6650844
FBLN2,2,other,1.2218325,10.549031
CAPG,4,other,2.9084086,7.133001
GPNMB,4,other,1.9801416,8.330835
RPL35,9,other,-1.6896404,3.1573422
GNG5,0,other,-1.2119435,5.41655
STK17B,1,other,3.301928,3.987055
RPL10,9,other,-1.7377436,1.9797652
RNF130,4,other,2.5338104,7.8764563
UCP2,1,other,2.107895,4.1804676
IFIT3,18,IFN_alpha,1.1743696,2.680557
IL15,7,IFN_alpha,2.0603638,14.569492
PPDPF,0,other,-1.2927785,4.4649296
EGFL7,6,other,2.7978137,9.291013
C1orf162,4,other,3.2135522,7.561188
ATP5F1E,0,other,-0.97363615,4.2487817
CAVIN3,2,other,1.3269547,9.370409
NPM1,9,other,-1.5819604,3.8828962
LDHB,9,other,-1.4146044,3.864644
APOBEC3G,1,other,4.8826494,3.1893365
DBI,0,other,-1.3776731,5.5189443
COMMD6,9,other,-0.9698521,3.9302452
RAB31,4,other,2.1892364,8.1116
TNFAIP2,7,IFN_gamma,2.502594,13.9031315
SLAMF7,7,IFN_gamma,2.0914273,14.517756
IFI44L,18,IFN_alpha,1.1063135,2.6617143
ALDOA,0,other,-0.8470958,5.4562545
TYMP,4,other,2.7141967,7.499794
EEF2,9,other,-1.705206,3.7369883
PPIA,0,other,-0.7444973,4.7771916
CD81,4,other,1.387064,8.007077
MT-ND3,5,other,8.76025,10.878457
XCL1,1,IFN_gamma,4.6285453,3.1816258
S100A1,11,other,-2.5230503,9.820896
RHOA,1,other,-0.16762123,4.289974
EEF1D,9,other,-1.5563002,3.1021147
MCM4,7,S_phase,0.6596725,15.221655
EMP2,0,other,-0.25247017,8.231514
PTPN6,1,IFN_gamma,2.8348765,4.507591
CTSZ,4,other,2.3847256,8.01485
HINT1,9,other,-1.0594727,3.9868946
SUMO2,0,other,-0.99507457,4.75883
CMPK2,18,IFN_alpha,1.3592021,2.3275785
PABPC1,9,other,-1.927432,3.6647055
DYNLL1,0,other,-1.0965155,5.830862
GGCT,0,other,-2.9572728,7.5495653
HSP90B1,15,other,0.4380131,7.8763814
SPTBN1,2,other,1.9980924,9.116503
FBN1,2,other,1.0860455,10.722114
S100A9,4,other,3.2962866,7.8969383
IFIT2,18,IFN_alpha,1.3847613,2.3104172
STAT4,1,IFN_gamma,4.0005593,4.1051235
FKBP1A,0,other,-0.37781638,5.6767063
HDLBP,15,other,0.05367768,8.421271
RPL13A,9,other,-1.7899517,3.2307703
HSPE1,0,other,-1.9615179,6.4658217
CD40,4,IFN_gamma,2.9753652,7.344941
FOS,19,other,1.7209214,4.6504965
COX5A,0,other,-1.4989139,5.3216977
UBL5,0,other,-1.2876132,4.7140956
XAF1,18,IFN_gamma,1.0970702,2.8319497
IFIT1,18,IFN_gamma,1.230272,2.457945
FEN1,7,S_phase,0.66229033,15.166728
RSRP1,5,other,1.6763883,5.2871914
CCL3,4,other,3.0697188,7.578142
GNLY,1,other,4.816235,3.0421503
RRBP1,2,other,0.46988767,9.183699
CTGF,2,other,0.9271486,10.07236
P4HB,15,other,0.12730081,8.0531025
MXRA5,2,other,1.1259153,10.899783
H3F3B,9,other,-0.4421367,4.1618776
HSPA8,1,other,-0.16366084,4.3649383
AQP1,6,other,2.779592,9.242624
TPT1,9,other,-1.6573799,2.7430377
EPSTI1,18,IFN_alpha,1.2946221,2.7127707
TUBB,0,other,-0.706488,6.096515
HELLS,7,S_phase,0.70968115,15.252155
NDUFB2,0,other,-1.6529303,5.437514
C3,2,other,1.6205789,9.940667
PPP1R18,1,other,2.4986215,3.5910296
SRP14,0,other,-0.83058774,4.5559897
WIPF1,1,other,2.734618,3.722524
CXCR3,1,other,3.859394,3.4230464
POSTN,2,other,0.86239314,10.403833
MT1E,0,other,-0.28907004,8.27049
SYNE2,5,other,3.100563,5.019995
MFAP4,2,other,1.5556487,10.64965
C15orf48,4,other,3.0425742,7.8784227
IRF5,7,IFN_gamma,2.3674746,14.305549
EFHD1,0,other,-3.4654405,7.7752905
ISG15,18,IFN_alpha,1.0397391,2.918906
PFDN5,9,other,-1.1407529,3.526569
TUBA1B,0,other,-0.6363128,6.42479
MX1,18,IFN_alpha,1.1528552,2.6482906
CLU,0,other,-1.1977931,8.563069
CXCL14,2,other,1.2513834,10.511676
COX5B,0,other,-1.4881665,5.168268
APOD,2,other,1.5784135,10.495705
GPX4,0,other,-0.9955987,5.9877605
CTSD,4,other,2.022386,7.5921483
TPM4,2,other,0.050063115,6.3338265
COX6B1,0,other,-1.3877436,4.9102173
RNF31,7,IFN_alpha,1.7102003,14.848418
ANAPC11,0,other,-1.6391699,5.87031
PROCR,7,IFN_alpha,1.9297332,14.427718
OAZ1,1,other,-0.4641571,4.290311
YWHAE,0,other,-0.52453524,7.192937
TIGIT,1,other,4.925408,3.6585786
COX7A2,0,other,-1.6360905,5.0964403
NDUFA4,0,other,-1.492436,5.0904536
FTL,4,other,2.4850667,7.6139197
TSC22D1,0,other,-0.12617488,8.086183
MARCKS,4,other,2.159664,8.1882305
ATP6V0B,4,other,0.22558595,7.0751715
GSTM3,0,other,-3.5048773,8.16731
COX6A1,0,other,-1.5285617,4.981375
DDX17,5,other,1.6813779,5.750002
MAGED2,0,other,-1.0477501,8.109334
HSPD1,0,other,-1.6665397,7.0859985
IGFBP5,2,other,0.97160244,10.007839
PLAUR,4,other,2.50332,7.964926
CFB,7,IFN_gamma,1.7174635,14.8193655
LBH,1,other,2.99786,4.1573105
SPP1,4,other,2.7889628,7.870485
FABP5,4,other,1.9820454,7.7537518
KRT15,0,other,-3.0420926,8.237729
GABARAP,0,other,-0.8599477,5.0884275
MGST3,2,other,-0.020952156,7.583271
FYN,1,other,4.140851,4.0887504
MYL12B,1,other,-0.21158862,4.2613497
MT-CO3,5,other,8.812827,10.849469
YBX1,0,other,-1.2243882,5.315559
ATP5PF,0,other,-1.7286294,5.411522
ATP5MF,0,other,-1.7164816,5.426593
SNRPE,0,other,-1.9712434,6.750434
MYDGF,15,other,0.116252795,8.104026
COX4I1,9,other,-1.2291622,3.7661395
EIF1,9,other,-0.7866687,3.842856
SON,5,other,1.4231969,5.3827868
