complex_id	gene
556	YBX3
556	CALR
556	HIST1H2BB
556	HIST1H4A
556	HIST3H2BB
556	PTCD3
556	HIST1H2BM
557	ARID1A
557	ACTL6A
557	VDR
557	SMARCA2
557	SMARCA4
557	TOP2B
557	SMARCB1
557	CHAF1A
557	SMARCC2
557	SMARCC1
557	SMARCE1
557	SMARCD1
557	BAZ1B
557	SUPT16H
558	PRMT5
558	FBL
558	C1QBP
558	TUBA1A
558	PRMT1
558	TUBB1
559	REST
559	SIN3A
559	RCOR1
560	HDAC2
560	RCOR1
561	ARID1A
561	ACTL6A
561	SMARCA2
561	SMARCA4
561	SMARCB1
561	SMARCC2
561	SMARCC1
561	SMARCE1
561	SMARCD1
562	ACTL6A
562	SMARCA4
562	MLLT1
562	SMARCB1
562	ARID1B
562	SMARCC2
562	SMARCC1
562	SMARCD2
562	SMARCE1
562	SMARCD1
563	SPOP
563	CUL3
563	DAXX
564	PPP4C
564	PPP4R2
565	APAF1
565	CYCS
566	RB1
566	E2F1
567	ARID1A
567	ACTL6A
567	SMARCA4
567	MLLT1
567	SMARCB1
567	SMARCC2
567	SMARCC1
567	SMARCD2
567	SMARCE1
567	SMARCD1
568	MEN1
568	POLR2B
568	WDR5
568	KDM6B
568	DPY30
568	ASH2L
568	KMT2B
569	TBL1X
569	SKP1
569	SIAH1
569	CACYBP
570	MEN1
570	SERPIND1
570	HCFC1
570	WDR5
570	KMT2A
570	KDM6B
570	ASH2L
571	SAP18
571	SMARCA5
571	KDM1A
571	SAP30
571	MTA2
571	MBD3
571	TBP
571	TAF1
571	TAF6
571	SMARCA2
571	WDR5
571	RAN
571	KMT2A
571	RBBP4
571	SMARCB1
571	CHD3
571	HDAC1
571	EFTUD2
571	KDM6B
571	TAF12
571	RBBP7
571	TAF9
571	SMARCC2
571	HDAC2
571	SYMPK
571	SMARCC1
571	SIN3A
571	CPSF2
572	RBX1
572	SKP1
572	FBXW8
572	GLMN
573	RBBP4
573	CHAF1A
573	CHAF1B
574	RBX1
574	SKP1
574	CUL1
574	FBXO11
575	SNRNP70
575	SNRPA1
575	TRA2B
575	SRRM1
575	SRRM2
576	ARRB2
576	MAP2K4
576	MAP3K5
577	ARRB2
577	MAP2K4
577	MAPK10
578	MAP3K11
578	SH3RF1
579	RAMP1
579	CALCRL
580	SYNCRIP
580	CSDE1
580	PABPC1
580	HNRNPD
580	PAIP1
581	DDX3X
581	HNRNPDL
581	DHX15
581	DDX5
581	HNRNPH1
581	FUS
581	HNRNPM
581	HNRNPU
581	EWSR1
581	ILF2
581	ILF3
581	TARDBP
581	DGCR8
581	DDX1
581	TAF15
581	DDX17
581	SRPK1
581	HNRNPUL1
581	DROSHA
581	RALY
582	FOXO3
582	KAT2B
583	SEPT2
583	SEPT7
583	SEPT8
583	SEPT11
583	SEPT9
584	KAT7
584	JADE1
584	MEAF6
584	ING4
585	RB1
585	TCF3
585	TAL1
585	LMO2
585	LDB1
586	TRIP4
586	ASCC3
586	ASCC1
586	ASCC2
587	CTSA
587	GLB1
587	GALNS
587	NEU1
588	IKBKAP
588	ELP2
588	ELP4
588	ELP3
589	ZFP36
589	AGO4
590	ZFP36
590	AGO2
591	KMT2D
591	TUBB
591	TUBA4A
591	NCOA6
591	KDM6B
591	KMT2C
591	ASH2L
592	HDAC3
592	NCOR1
592	SMARCA4
592	SMARCB1
592	TRIM28
592	SF3B3
592	SF3A1
592	SRCAP
592	SMARCC2
592	SMARCC1
593	LIN7A
593	CASK
593	DLG1
594	BMI1
594	RING1
594	PHC2
594	RNF2
595	SUV39H1
595	RBL2
595	EP300
595	HDAC1
595	E2F5
596	RBL1
596	SMAD3
596	SMAD4
596	TFDP1
596	E2F5
596	E2F4
597	HDAC3
597	NCOR1
597	SAP30
597	HDAC1
597	HDAC2
597	SIN3A
597	NCOR2
598	IL6ST
598	STAT3
598	PRKCD
599	STAT3
599	EP300
599	SMAD1
600	STAT3
601	RAF1
601	GNG2
601	RACK1
602	XRCC6
602	XRCC5
602	PRKDC
602	HDLBP
603	GNG2
603	GNB1
603	GNAS
604	CACNA1A
604	GNG2
604	GNB1
605	GNG2
605	GNB1
605	HDAC5
606	HDAC4
606	GNG2
606	GNB1
607	FANCG
607	FANCA
607	FANCC
607	FANCE
607	FANCF
608	FANCG
608	FANCA
608	FANCC
608	FAAP100
608	FANCM
608	FANCB
608	FANCE
608	FANCF
608	FANCL
609	FANCG
609	FANCA
609	FANCC
609	FANCM
609	FANCB
609	FANCE
609	FANCF
610	CDK4
610	CCND1
610	CDKN1A
611	CCNE1
611	CDK2
611	CDKN1B
612	NPM1
612	PARP1
612	NCL
612	HSPA4
612	MYH10
612	ACTB
612	TOP2B
612	TLE1
612	NONO
612	RAD50
613	PRMT1
614	SF3A3
614	SF3A2
614	SF3A1
615	SF3B1
615	SF3B2
615	SF3B3
615	SF3B4
615	PHF5A
615	DDX42
615	SF3B5
615	SF3B6
616	SNRPE
616	SNRPF
616	SNRPG
617	GEMIN2
617	SNRPA
617	SNRPB
617	GEMIN4
617	SNRPE
617	SNRPF
617	SNRPG
617	SNRPD1
617	SNRPD2
617	SNRPD3
617	SNRPN
617	GEMIN5
617	GEMIN6
617	GEMIN7
617	DDX20
618	GEMIN2
618	LGALS1
618	LGALS3
618	GEMIN4
618	SNRPD1
618	SNRPD2
618	SNRPD3
618	SMN1
618	SMN2
619	GEMIN2
619	SNRPB2
619	SNRPB
619	TBP
619	POLR2A
619	GEMIN4
619	SNRPN
619	GTF2B
619	DHX9
619	DDX20
620	GEMIN4
620	PPP4C
620	PPP4R2
620	DDX20
621	GEMIN2
621	SNRPA
621	SNRPB
621	GEMIN4
621	SMN1
621	SMN2
621	GEMIN5
621	GEMIN6
621	GEMIN7
621	DDX20
621	STRAP
622	GEMIN2
622	GEMIN4
622	SMN1
622	SMN2
622	GEMIN5
622	GEMIN6
622	GEMIN7
622	DDX20
623	NUDT21
623	POLR2A
623	UBAP2L
623	CPSF6
623	ITCH
624	NUDT21
624	POLR2A
624	EWSR1
624	UBAP2L
624	CPSF6
624	ITCH
625	NUDT21
625	POLR2A
625	CPSF6
625	ITCH
626	SMAD7
626	TGFBR1
626	TGFBR2
626	SMURF2
627	TGFBR1
627	TGFBR2
627	PARD6A
628	SMAD7
628	TGFBR1
628	SMURF1
629	KCNA2
629	CNTNAP1
629	KCNA1
629	RTN4
630	NGFR
630	LINGO1
630	RTN4R
631	ITGA4
631	PXN
631	GIT1
632	AXIN1
632	DIXDC1
632	MAP3K4
633	CDH1
633	SMAD3
633	NEDD9
633	ANAPC10
634	ZFYVE9
634	PML
634	SMAD3
634	SMAD2
635	AXIN1
635	TGFBR1
635	SMAD3
636	SMAD3
636	EP300
636	PIAS3
637	APC
637	IQGAP1
638	APC
638	CLIP1
638	IQGAP1
639	BUB1
639	BUB3
640	SNAP25
640	VAMP2
640	VAMP3
640	STX12
640	NAPB
641	MTOR
641	RICTOR
641	MLST8
642	MALT1
643	BCL10
644	BCL10
644	MALT1
645	BCL10
645	FADD
645	CASP8
645	MALT1
646	IKBKB
646	CHUK
646	BCL10
646	CASP8
646	MALT1
647	TRAF6
648	CHUK
648	ESR1
648	NCOA3
649	ITGB2
649	CD63
649	ITGAM
650	AR
650	AKT1
650	APPL1
651	NAE1
651	UBA3
652	CDC34
652	RBX1
652	CUL1
653	CHEK1
653	CUL4A
654	RBX1
654	CUL4A
654	DDB1
654	CDT1
655	COPS2
655	GPS1
655	COPS6
655	COPS5
655	COPS8
655	COPS4
655	COPS7A
655	COPS3
656	HDAC3
656	TBL1X
656	KDM4A
656	NCOR1
656	KIF11
656	GPS2
656	ZBTB33
656	CORO2A
656	TBL1XR1
656	TRIM33
657	RBX1
657	SKP1
657	CUL1
657	NEDD8
657	BTRC
658	RBX1
658	SKP1
658	SMAD3
658	CUL1
658	BTRC
659	RBX1
659	SKP1
659	CUL1
659	FBXO18
660	RBX1
660	SKP1
660	CUL1
660	ZC3HC1
661	RAD1
661	HUS1
661	LIG1
661	RAD9A
662	RAD1
662	HUS1
662	FEN1
662	RAD9A
663	RAD1
663	HUS1
663	POLB
663	RAD9A
664	RFC4
664	RFC2
664	RFC5
664	RFC3
664	CHTF18
665	RFC4
665	RFC2
665	RFC5
665	RFC3
666	BRD4
666	RFC4
666	RFC2
666	RFC1
666	RFC5
666	RFC3
667	ORC2
667	CDC6
667	MCM8
668	GMNN
668	ORC1
668	BRCA1
668	CDC6
669	CSTF2
669	BRCA1
669	CSTF1
669	CSTF3
669	BARD1
670	POLR2A
670	BRCA1
670	BARD1
671	BRCA1
671	LMO4
671	LDB1
671	RBBP8
672	BRCA1
672	LMO4
672	RBBP8
673	NBN
673	MRE11A
673	ATM
673	MDC1
673	RAD50
673	FANCD2
674	NBN
674	MRE11A
674	MDC1
674	RAD50
675	TERF1
676	ERCC1
676	RAD52
676	ERCC4
677	BLM
677	TOP3A
678	TP53
678	MSH2
678	MSH6
678	BLM
678	RAD51
679	MSH2
679	MSH6
679	PRKCZ
680	XRCC2
680	RAD51D
680	BLM
681	PCNA
682	CHAF1A
682	SETDB1
682	MBD1
683	HIRA
683	HIST1H3A
683	CHAF1A
683	CHAF1B
683	ASF1B
683	ASF1A
684	CHEK2
684	NASP
684	ST13
684	HIST1H3A
684	CHAF1B
684	ASF1B
684	ASF1A
685	SP1
685	ATF7IP2
686	SETDB1
686	ATF7IP
686	MBD1
687	CTGF
687	ACTB
687	ACTG1
688	CFL1
688	ACTB
688	CAP1
689	RAP1A
689	APBB1IP
690	CHRNB2
690	CHRNA4
690	VSNL1
691	LAMA5
691	LAMB1
691	LAMC1
691	ITGB4
691	ITGA6
692	LAMA5
692	LAMC1
692	ITGB4
692	ITGA6
692	LAMB2
693	ITGB4
693	ITGA6
693	CD151
694	FYN
694	ITGB4
694	ITGA6
695	LAMA5
695	ITGB4
695	ITGA6
696	ITGB4
696	ITGA6
697	TGFB1
697	ITGAV
697	ITGB8
697	MMP14
698	ITGAV
698	ITGB5
698	PLAUR
699	ITGAV
699	ITGB5
699	ICAM4
700	ITGAV
700	ITGB5
700	ADAM9
701	ITGAV
701	SPP1
701	ITGB5
702	CYR61
702	ITGAV
702	ITGB5
703	ITGAV
703	ITGB5
704	FN1
704	FYN
704	ITGB6
705	ITGAV
705	SPP1
705	ITGB6
706	ITGAV
706	TGFB3
706	ITGB6
707	ITGAV
707	ITGB6
708	ITGB3
708	FCER2
708	ITGAV
708	CD47
709	ITGB3
709	ITGAV
709	CD47
710	ITGB3
710	ITGAV
710	SPP1
711	ITGB3
711	ITGAV
711	ADAM15
712	ITGB3
712	ITGAV
712	F11R
713	ITGB3
713	ITGAV
713	PXN
713	PTK2B
714	ADAM23
714	ITGB3
714	ITGAV
715	ITGB3
715	ITGAV
715	COL4A3
716	PLPP3
716	ITGB3
716	ITGAV
717	EGFR
717	ITGB3
717	ITGAV
718	ITGB3
718	ITGA2B
718	CD9
719	ITGB3
719	ITGAV
719	LAMA4
720	FN1
720	TGM2
721	FN1
721	ITGB3
721	ITGA2B
721	TGM2
722	ITGB3
722	ITGA2B
722	SRC
722	CD47
723	ITGB3
723	ITGA2B
723	TLN1
724	ITGB3
724	ITGA2B
724	CIB1
725	ITGB3
725	ITGA2B
726	ITGB3
726	ITGA2B
726	F11R
727	FN1
727	ITGB1
727	ITGA5
727	TGM2
728	ITGB1
728	ITGA5
728	ADAM15
729	ITGB1
729	ITGA5
730	ITGB1
730	SLC3A2
730	SLC7A8
731	ITGB1
731	CD151
731	ITGA7
732	ITGB1
732	ITGA3
732	BSG
733	ITGB1
733	CD63
733	ITGA3
734	ITGB1
734	ITGA3
734	CD151
735	ITGB1
735	THBS1
735	ITGA3
736	ITGB1
736	ITGA3
737	ITGB1
737	ITGA6
737	CD151
738	ITGB1
738	ITGA6
739	ITGB1
739	RAP1A
739	PKD1
740	ITGB1
740	ITGA4
740	EMILIN1
741	ITGB1
741	ITGA4
742	ITGB1
742	ITGA4
742	CD81
743	ITGB1
743	ITGA4
743	CD53
744	ITGB1
744	ITGA4
744	VCAM1
745	ITGB1
745	ITGA4
745	JAM2
746	ITGB1
746	ITGA4
746	CD47
747	ITGB1
747	THBS1
747	ITGA4
748	ITGB1
748	ITGA4
748	THBS2
749	ITGB1
749	ITGA2
749	CD47
750	CHAD
750	ITGB1
750	ITGA2
751	ITGB1
751	COL6A3
751	ITGA2
752	ITGB1
752	ITGA2
753	ITGB1
753	COL6A3
753	ITGA1
754	ITGB1
754	PTPN2
754	ITGA1
755	ITGB1
755	ITGAV
756	CYR61
756	ITGB1
756	ITGA6
757	ITGB1
757	ADAM9
757	ITGA9
758	ITGB1
758	VCAM1
758	ITGA9
759	ITGB1
759	TNC
759	ITGA9
760	ITGB1
760	ITGA9
761	ITGB1
761	ADAM15
761	ITGA9
762	VEGFD
762	ITGB1
762	ITGA9
763	ADAM12
763	ITGB1
763	ITGA9
764	EGFR
764	CBLB
764	UBB
764	SH3KBP1
765	CAV1
766	ESR1
766	SRC
766	PIK3R1
766	BCAR1
767	SRC
767	PRKCD
767	CDCP1
768	CBL
768	PIK3R1
768	CRK
768	BCAR1
768	GRB2
768	SOS1
768	SH3KBP1
769	WASL
770	ERBB2
770	SHC1
770	MEMO1
771	LAT
771	VAV1
771	PLCG1
771	CBL
771	PIK3R1
771	GRB2
771	LCP2
772	CBL
772	GRB2
772	LCP2
773	CBL
773	SHC1
773	GRB2
773	LCP2
774	LYN
774	PLCG2
774	GRB2
774	LCP2
775	PLCG2
775	PRKCA
775	PLD1
776	MET
776	HGF
777	EGFR
777	CBL
777	GRB2
778	LAT
778	PLCG1
778	SOS1
778	LCP2
779	LCK
779	CAMLG
780	FYN
780	LYN
780	FGFR2
780	CBL
781	FYN
781	YES1
781	LYN
781	RASA1
782	LCK
782	FYN
782	LYN
782	MS4A1
783	RAB5A
783	EEA1
783	VPS39
783	VPS16
783	VPS11
783	VPS18
784	CD19
784	VAV1
784	PIK3R1
785	INSR
785	PIK3R1
785	IRS1
785	KHDRBS1
786	RASA1
786	KHDRBS1
787	BIRC5
787	AURKB
787	INCENP
788	BIRC5
789	AURKA
789	BIRC5
789	RASA1
790	BIRC5
790	CDCA8
790	AURKB
791	SRSF4
791	SRSF5
791	SRSF6
791	PPARGC1A
792	FOXO1
792	FHL2
792	SIRT1
793	SIRT1
794	FOXO3
794	SIRT1
795	NELFE
795	NELFCD
795	NELFB
795	NELFA
796	CCNT1
796	NCL
796	POLR2A
796	CDK9
796	CPSF2
796	PPARGC1A
797	MED14
797	CCNT1
797	BRD4
797	MED24
797	CDK9
797	MED1
797	MED12
797	MED17
798	CCNT1
798	BRD4
798	CDK9
798	MED1
799	CCNT1
799	HEXIM1
799	CDK9
800	SUPT5H
800	CCNT1
800	CDK9
801	CCNT1
801	CDK9
801	SKP2
802	CCNT1
802	GRN
802	CDK9
803	POLR2A
803	CDK7
803	RBPJ
803	EP300
803	SUPT6H
803	CREBBP
804	CCNT1
804	POLR2A
804	NOTCH1
804	CDK8
804	CDK7
804	CDK9
804	RBPJ
804	EP300
804	MED1
804	SUPT6H
804	MAML1
804	INPP5K
804	SUPT16H
805	MYOD1
805	CREBBP
805	KAT2B
806	EP300
806	SMAD1
807	MYC
807	ZBTB17
807	DNMT3A
808	MYC
808	MAX
808	KAT2A
808	TRRAP
809	ESR1
809	CDK7
809	CCNH
809	MNAT1
809	MTA1
809	HDAC2
810	ESR1
810	TP53
810	MDM2
811	FOXO3
811	TP53
812	TP53
812	SP1
813	TP53
814	POLR2D
814	GTF2F2
814	POLR2C
814	POLR2E
814	POLR2A
814	POLR2B
814	GTF2F1
814	POLR2I
814	POLR2H
814	POLR2J
814	POLR2K
814	POLR2F
814	POLR2G
814	POLR2L
814	GTF2B
814	RPAP1
814	CTDP1
815	POLR2D
815	POLR2C
815	POLR2E
815	POLR2A
815	POLR2B
815	POLR2I
815	BRCA1
815	POLR2H
815	POLR2J
815	POLR2K
815	POLR2F
815	POLR2G
815	POLR2L
816	CLDN1
816	MMP14
817	FOS
817	JUN
817	SMAD3
817	SMAD4
818	FOS
818	JUN
818	NFATC2
819	FOS
819	JUN
819	ERG
820	FOS
820	JUN
820	ETS2
821	ESR1
821	JUN
821	GRIP1
822	ESR1
822	JUN
823	SMAD4
823	TRIM33
824	CTCF
824	SMAD3
824	SMAD4
825	SP1
825	SMAD3
825	SMAD4
826	FOXO3
826	FOXG1
826	SMAD3
826	SMAD4
827	JUN
827	SMAD3
827	SMAD4
828	TIMP1
828	MMP9
828	LRP1
829	A2M
829	ANXA6
829	LRP1
830	APP
831	CHEK1
831	CUL1
832	RBX1
832	SKP1
832	GPS1
832	SKP2
832	CUL1
832	CUL2
832	CUL3
832	COPS8
833	DDX58
833	TRIM25
834	CDC20
834	MAD2L1
835	HMGB1
835	CSNK2A2
835	CSNK2B
835	CSNK2A1
836	CSNK2A2
836	CSNK2B
836	CSNK2A1
837	SETD1A
837	OGT
837	SIN3B
837	SAP30
837	HSP90AA1
837	SP1
837	HSPA5
837	HSPA8
837	HSPA4
837	HCFC1
837	WDR5
837	RBBP4
837	HDAC1
837	RBBP7
837	HDAC2
837	SIN3A
837	SUDS3
837	ASH2L
838	NBN
838	ATM
839	NFKBIA
839	SKP1
839	CUL1
839	BTRC
840	NFKBIA
840	SKP1
840	CUL1
840	FBXW11
841	ITGB5
841	PXN
841	PTK2
842	IKBKB
842	CHUK
842	TROVE2
842	NCOA2
842	CREBBP
842	IKBKG
842	NCOA3
843	TROVE2
843	NCOA2
843	NCOA1
843	CREBBP
844	WDR5
844	KDM6B
844	WDR82
844	CXXC1
844	ASH2L
844	SETD1B
845	SETD1A
845	WDR5
845	KDM6B
845	WDR82
845	CXXC1
845	ASH2L
846	LINGO1
846	RTN4R
846	TNFRSF19
847	RPA2
847	RPA1
847	RPA3
847	BLM
847	TOP3A
847	RMI1
848	FANCG
848	FANCA
848	RPA1
848	BLM
848	FANCC
848	TOP3A
848	FANCB
848	RMI1
848	FANCE
848	FANCF
848	FANCL
849	MALT1
849	TRAF6
850	TRAF2
850	MALT1
851	BCL10
851	UBE2V1
851	TAB2
851	MALT1
851	TRAF6
852	SETDB1
852	ATF7IP
853	BCL10
853	CARD11
853	MALT1
854	FYB
854	BCL10
854	CARD11
854	MALT1
855	JUND
855	FOSB
855	SMAD3
855	SMAD4
856	U2SURP
856	DHX15
856	SF3B1
856	DNAJC8
856	SMNDC1
856	SNRPB2
856	SNRPA1
856	HSPD1
856	SNRPB
856	U2AF2
856	SNRPE
856	SNRPF
856	SNRPG
856	SNRPD1
856	SNRPD2
856	SNRPD3
856	U2AF1
856	SRSF1
856	SF3A3
856	TRAP1
856	SF3B2
856	SF3B3
856	SF3B4
856	SF3A2
856	SF3A1
856	DDX46
856	PHF5A
856	CHERP
856	RBM17
856	SF3B5
856	HMG20B
856	PUF60
856	SF3B6
857	UBE2N
857	UBE2V2
858	SNRPB
858	SNRPE
858	SNRPF
858	SNRPG
858	SNRPD3
858	LSM11
858	LSM10
859	MAP3K7
859	TAB1
859	TAB2
860	ATF7IP
860	MBD1
861	FOXO3
861	SMAD3
861	SMAD4
862	SMAD3
862	FOXO1
862	SMAD4
863	SMAD3
863	FOXO4
863	SMAD4
864	SUV39H1
864	CBX5
864	MBD1
865	PRMT5
866	XRCC6
866	XRCC5
866	MRE11A
866	TERF2
866	RAD50
866	TINF2
866	TERF2IP
867	ITGB4
867	CD9
867	ITGA6
868	SKP1
868	CUL1
868	CRY1
868	FBXL3
869	SKP1
869	CUL1
869	CRY2
869	FBXL3
870	H2AFX
870	TP53BP1
870	MDC1
871	TP53BP1
871	MDC1
871	SMC1A
872	BRCA1
872	RAD50
873	CSTF2
873	BRCA1
873	BARD1
874	BRCA1
874	FAM175A
874	UIMC1
874	BARD1
875	BRCA1
875	UIMC1
875	RBBP8
875	BARD1
876	BACH1
876	BRCA1
876	BARD1
877	ERG
877	ETS2
878	ETS1
878	ETS2
879	MCM4
879	MCM7
879	MCM6
880	MCM4
880	MCM7
880	MCM2
880	MCM6
881	PCNA
881	RFC4
881	RFC2
881	RFC5
881	RFC3
881	CHTF18
882	CLDN1
882	MMP2
883	SOX2
883	POU5F1
884	POU2F1
884	SOX2
885	PAX6
885	SOX2
886	CHTF8
886	RFC4
886	RFC2
886	RFC5
886	RFC3
886	CHTF18
886	DSCC1
887	CHTF8
887	CHTF18
887	DSCC1
888	RAD1
888	HUS1
888	APEX1
888	RAD9A
889	RAD1
889	HUS1
889	RAD9A
890	ABL1
890	BRCA1
891	POLR2C
891	POLR2B
891	RPAP1
892	BRCA1
892	SMAD3
893	BRCA1
893	HDAC1
893	HDAC2
894	BACH1
894	NBN
894	BRCA1
894	MRE11A
894	TOPBP1
894	RAD50
894	RBBP8
894	BARD1
895	ITGB3
895	ITGAV
896	BACH1
896	BRCA1
896	MLH1
896	MSH6
896	TOPBP1
896	BARD1
897	BRCA1
897	BRCA2
897	BARD1
898	BRCA1
898	CTBP1
898	RBBP8
899	BRCA1
899	VCP
900	TP53
900	SIRT1
901	BRCA1
901	UBE2D3
901	BARD1
902	BRCA1
902	UBE2L3
902	BARD1
903	BRCA1
903	RAD51
904	POLR2D
904	GTF2F2
904	ERCC2
904	POLR2C
904	POLR2E
904	ERCC3
904	TBP
904	POLR2A
904	GTF2E1
904	GTF2E2
904	POLR2B
904	GTF2H1
904	GTF2F1
904	POLR2I
904	BRCA1
904	POLR2H
904	POLR2J
904	POLR2K
904	POLR2F
904	POLR2G
904	POLR2L
904	GTF2B
904	MED21
904	GTF2H2
904	GTF2H3
904	GTF2H4
905	VTN
905	ITGB3
905	ITGAV
906	SMARCA4
906	SMAD3
906	SMAD4
906	SMAD2
906	ARID1B
906	SMARCC2
906	CREBBP
906	SMARCC1
906	TRIM33
906	NCOA3
907	SMAD3
907	SMAD2
907	TRIM33
908	SRRM1
908	SRRM2
909	SMAD3
909	SMAD4
909	SMAD2
910	PFN1
910	HSPA8
910	VCP
910	ACTG1
910	CLTC
910	TUBB2B
911	PRMT5
911	CLNS1A
911	WDR77
912	ATRX
912	DAXX
913	AXIN1
913	TP53
913	HIPK2
913	DAXX
914	ATRX
914	DAXX
915	ITGB3
915	ITGAV
915	THBS1
916	KAT7
916	MEAF6
916	JADE2
916	ING4
917	KAT7
917	JADE3
917	MEAF6
917	ING4
918	ITGB3
918	ITGAV
918	NOV
919	FN1
919	ITGB1
919	ITGA5
919	NOV
920	ARID4B
920	SAP30
920	ARID4A
920	RBBP4
920	HDAC1
920	RBBP7
920	BRMS1L
920	HDAC2
920	SIN3A
920	SAP130
920	ING2
920	SUDS3
920	BRMS1
921	ACTL6A
921	SMARCB1
921	SMARCC2
921	SMARCC1
922	ITGB1
922	ITGA5
922	COL18A1
923	ACTL6A
923	KAT5
923	EP400
923	BRD8
923	EPC1
923	DMAP1
923	ING3
923	MORF4L1
923	RUVBL1
923	TRRAP
924	YEATS4
924	ACTL6A
924	EPC2
924	KAT5
924	EP400
924	BRD8
924	EPC1
924	MEAF6
924	DMAP1
924	ING3
924	MORF4L1
924	RUVBL2
924	RUVBL1
924	TRRAP
925	KAT7
925	JADE1
925	ING5
925	MEAF6
926	BRPF1
926	KAT6B
926	ING5
926	KAT6A
926	MEAF6
927	SUPT5H
927	SUPT4H1
928	SUPT5H
928	SUPT4H1
929	ITGB3
929	GP1BA
929	ITGA2B
929	CD9
929	CD47
930	CCNT1
930	BRD4
930	CDK9
931	CCNT1
931	BRD4
931	CDK9
932	SKP1
932	CUL1
932	FBXW11
933	RBX1
933	SKP1
933	CUL1
933	BTRC
934	ITGB3
934	ITGA5
934	COL6A3
935	NDUFS7
935	NDUFS3
935	NDUFB6
935	MT-ND1
935	NDUFA6
935	NDUFA9
935	NDUFAF1
936	ITGB1
936	ITGAV
936	SPP1
937	MT-ND1
937	MT-ND2
937	MT-ND3
937	NDUFAF1
938	GRB2
938	N/A
939	BCR/ABL FU
939	GRB2
939	SOS1
940	SHC1
940	GRB2
941	ITGB3
941	ITGA2B
941	PTK2
941	CD47
942	NOTCH1
942	RBPJ
942	MAML1
943	NDUFS2
943	NDUFS3
943	NDUFA9
944	NDUFS2
944	NDUFS3
944	MT-ND1
944	NDUFA9
945	NDUFA2
945	NDUFS2
945	NDUFS3
945	MT-ND1
945	NDUFA9
946	NDUFS4
946	NDUFA2
946	NDUFS5
946	NDUFS7
946	NDUFS2
946	NDUFS3
946	MT-ND1
946	NDUFV2
946	NDUFA6
946	NDUFA9
947	NDUFS4
947	NDUFA2
947	NDUFS5
947	NDUFS7
947	NDUFS2
947	NDUFS3
947	NDUFB6
947	MT-ND1
947	NDUFV2
947	NDUFA6
947	NDUFA9
948	NDUFS4
948	NDUFS7
948	NDUFV2
949	NOTCH1
949	RBPJ
950	RBPJ
950	SPEN
951	LAT
951	FCGR1A
951	PLCG2
951	SYK
952	LYN
952	FCGR1A
952	PLCG2
953	RBPJ
953	SNW1
953	NCOR2
954	PLCG2
954	LCP2
955	LAT
955	PLCG2
956	NDUFA4
956	NDUFAB1
956	NDUFB5
956	NDUFB3
956	NDUFB1
956	NDUFB6
956	NDUFB4
956	NDUFB8
956	NDUFB2
956	NDUFC2
956	NDUFB10
956	MT-ND4
956	MT-ND5
956	NDUFB7
956	NDUFB11
956	NDUFB9
957	XRCC6
957	XRCC5
957	YY1
958	NDUFA1
958	NDUFC1
958	NDUFS5
958	NDUFA3
958	NDUFA10
958	MT-ND1
958	MT-ND2
958	MT-ND3
958	MT-ND4L
958	MT-ND6
958	NDUFA8
958	NDUFA6
958	NDUFA9
959	NDUFS8
959	NDUFS4
959	NDUFA2
959	NDUFS7
959	NDUFS2
959	NDUFS6
959	NDUFS3
959	NDUFA7
959	NDUFV2
959	NDUFS1
959	NDUFV1
959	NDUFV3
959	NDUFA5
959	NDUFA11
959	NDUFA13
959	NDUFA12
960	CTBP2
960	CTBP1
960	SPEN
961	LAT
961	PLCG1
961	PIK3R1
961	GRB2
961	SOS1
962	CTBP1
962	SPEN
962	RBBP8
963	RBPJ
963	SPEN
963	RBBP8
964	RBPJ
964	CTBP1
964	SPEN
964	RBBP8
965	MT-CO2
965	GAPDH
965	ECSIT
965	NDUFAF1
965	TRAF6
966	PTF1A
966	TCF12
967	NDUFS3
967	TOMM20
967	ECSIT
968	NDUFA1
968	MT-CO2
968	MT-ND1
968	ECSIT
968	NDUFAF1
968	TRAF6
969	NDUFS3
969	ECSIT
969	NDUFAF1
970	MT-ND1
970	NDUFAF1
971	LCK
971	PIK3R1
971	NOTCH1
972	RBPJ
972	RING1
972	FHL1
973	YY1
973	NOTCH1
973	RBPJ
974	YY1
974	NOTCH1
975	NDUFS4
975	NDUFS7
975	NDUFS2
975	NDUFS6
975	NDUFB8
975	NDUFA10
975	NDUFV2
975	NDUFS1
975	NDUFV1
975	NDUFV3
975	NDUFA9
976	LAT
976	LCK
976	PLCG1
976	LCP2
977	LAT
977	PLCG1
977	CBL
978	LAT
978	GRB2
979	SMAD1
979	CREBBP
980	PSMB4
980	OAZ1
980	SMAD1
981	PLCG1
981	ITK
981	LCP2
982	VAV1
982	PLCG1
982	LCP2
983	CRK
983	BCAR1
983	DOCK1
984	ITK
984	LCP2
985	GNAI1
985	GPSM2
985	NUMA1
986	AXIN1
986	SMAD3
987	MTOR
987	RPTOR
987	MLST8
988	ITGB1
988	VEGFC
988	ITGA9
989	ITGB1
989	VEGFA
989	ITGA9
990	RBL1
990	SMAD3
990	TFDP1
990	E2F5
990	E2F4
991	ITGB1
991	ADAM8
991	ITGA9
992	MTOR
992	RPTOR
993	SMAD7
993	SMURF2
994	SMAD7
994	SMURF1
995	SMAD7
995	TGFBR1
995	TGFBR2
995	SMURF1
996	AXIN1
996	CTNNB1
996	GSK3B
996	PPP2R5A
