complex_id	gene
227	MED6
227	MED26
227	VDR
227	RXRB
227	MED1
227	MED12
227	MED4
227	MED17
227	MED13
227	MED23
227	MED16
228	NOS3
228	CAV1
228	NOSTRIN
229	DNTT
229	HIST1H4A
229	HIST1H3A
229	HIST2H2AC
229	HIST2H2BE
229	DNTTIP2
230	IFNB1
230	IFNAR1
230	IFNAR2
231	TRPC1
231	RHOA
231	ITPR1
232	ACTL6A
232	SMARCA4
232	SMARCB1
232	ARID2
232	PBRM1
232	SMARCC2
232	SMARCC1
232	SMARCE1
232	SMARCD1
233	GNA11
233	TRPC1
233	CAV1
233	ITPR3
234	TRPM7
234	TRPM6
235	DDX6
235	EDC4
235	DCP2
235	EDC3
235	DCP1A
236	LSM1
236	LSM3
236	LSM6
236	LSM7
236	LSM2
236	LSM5
236	LSM4
237	LSM8
237	LSM3
237	LSM6
237	LSM7
237	LSM2
237	LSM5
237	LSM4
238	ATP5H
238	ATP5L
238	MT-ATP6
238	MT-ATP8
238	ATP5G1
238	ATP5B
238	ATP5J
238	ATP5F1
238	ATP5A1
238	ATP5D
238	ATP5C1
238	ATP5O
238	ATP5J2
238	ATP5E
238	ATP5I
238	ATPIF1
239	ARID1A
239	SMARCA4
239	EP300
239	SMARCB1
239	SMARCC2
239	CREBBP
239	SMARCC1
240	ARID1A
240	EP300
240	CREBBP
241	NFKB1
241	MAP3K8
241	TNIP2
242	TP53
242	FHL2
242	HIPK2
243	MBD3
243	BCL6
243	HDAC1
243	CHD4
243	MTA3
244	MBD3
244	RBBP4
244	MTA1
244	CHD4
244	RBBP7
244	HDAC1
244	HDAC2
244	MTA3
245	SAP30
245	RBBP4
245	HDAC1
245	RBBP7
245	ARID4B
245	HDAC2
245	SIN3A
245	SAP130
246	SAP30
246	RBBP4
246	HDAC1
246	RBBP7
246	ARID4B
246	HDAC2
246	SIN3A
246	SAP130
246	SUDS3
247	DPP10
247	KCND2
248	SAP30
248	RBBP4
248	HDAC1
248	RBBP7
248	ARID4B
248	HDAC2
248	SIN3A
249	TIMM23
249	TIMM44
249	TIMM17B
249	TIMM17A
250	KANSL1
250	MSL3
250	KAT8
250	MSL2
251	CHTF8
251	RFC3
251	CHTF18
251	DSCC1
252	KDM1A
252	RBBP4
252	CHD3
252	MTA1
252	HDAC1
252	CHD4
252	HDAC2
253	CASK
253	APBA1
253	LIN7C
254	KDM1A
254	ZNF217
254	HDAC1
254	HDAC2
254	PHF21A
254	HMG20B
254	RCOR1
255	VHL
255	CUL2
255	TCEB1
255	TCEB2
256	TIMM10
256	TIMM9
257	KDM1A
257	RCOR1
258	KDM1A
258	ZNF217
258	HSPA1A
258	HSPA1B
258	CTBP1
258	HDAC1
258	RREB1
258	PHF21A
258	PHF21B
258	HMG20A
258	HMG20B
258	RCOR3
258	ZMYM2
258	RCOR1
259	NBN
259	MRE11A
259	RAD50
259	TRRAP
260	BLM
260	TBPL1
261	AURKA
261	TACC1
261	CKAP5
262	KDM1A
262	MTA2
262	GTF2I
262	RBBP4
262	CHD3
262	MTA1
262	HDAC1
262	ZMYM3
262	GSE1
262	CHD4
262	RBBP7
262	HDAC2
262	PHF21A
262	SIN3A
262	HMG20B
262	ZMYM2
262	RCOR1
263	KDM1A
263	ZNF217
263	GTF2I
263	HDAC1
263	ZMYM3
263	GSE1
263	HDAC2
263	PHF21A
263	HMG20B
263	ZMYM2
263	RCOR1
264	KDM1A
264	GTF2I
264	HDAC1
264	ZMYM3
264	HDAC2
265	AGPS
265	GNPAT
266	KDM1A
266	HDAC1
266	HDAC2
266	PHF21A
266	HMG20B
266	RCOR1
267	RANBP9
267	MPHOSPH8
267	GID8
267	MKLN1
268	TMEM50A
268	RANBP9
269	CBX4
269	ZEB2
269	KDM1A
269	ZNF217
269	ZEB1
269	CTBP2
269	CTBP1
269	HDAC1
269	ZNF516
269	RREB1
269	HDAC2
269	LCOR
269	EHMT2
269	EHMT1
269	RCOR3
269	RCOR1
269	CDYL
270	KDM1A
270	ZEB1
270	CTBP2
270	CTBP1
270	HDAC1
270	HDAC2
270	EHMT2
270	EHMT1
270	RCOR1
271	KHDRBS1
271	PPP1R13B
272	KDM1A
272	MTA2
272	MBD3
272	RBBP4
272	CHD3
272	HDAC1
272	RBBP7
272	MBD2
272	RCOR1
273	KDM1A
273	HDAC1
273	RCOR1
274	MTA2
274	MBD3
274	RBBP4
274	CHD3
274	HDAC1
274	RBBP7
274	GATAD2A
274	MBD2
274	RCOR1
275	MTA2
275	MBD3
275	RBBP4
275	CHD3
275	RBBP7
275	GATAD2A
275	HDAC2
276	AP3B1
276	AP3D1
276	SNAPIN
276	AP3M2
276	AP3S2
276	BLOC1S1
276	AP3B2
276	BLOC1S3
276	BLOC1S2
276	BLOC1S5
276	AP3S1
276	DTNBP1
276	BLOC1S4
276	BLOC1S6
276	AP3M1
277	SNAPIN
277	BLOC1S1
277	BLOC1S3
277	BLOC1S2
277	HPS6
277	BLOC1S5
277	HPS3
277	DTNBP1
277	BLOC1S4
277	BLOC1S6
277	HPS5
278	HSF1
278	HSF2
279	SNX2
279	VPS26A
279	SNX1
279	VPS35
279	VPS29
280	MTA2
280	MBD3
280	RBBP4
280	HDAC1
280	CHD4
280	RBBP7
280	GATAD2B
280	HDAC2
280	MBD2
281	ADRB2
281	AKAP5
281	KCNMA1
282	ADRB2
282	KCNMA1
283	GINS1
283	GINS4
283	GINS3
283	GINS2
284	RANBP1
284	ENTPD1
285	SLC9A3R1
285	CFTR
285	EZR
286	MSX1
286	PAX9
287	SLC9A3R1
287	ADRB2
287	CFTR
288	SAP18
288	SAP30
288	RBBP4
288	HDAC1
288	RBBP7
288	ARID4B
288	SAP25
288	HDAC2
288	SIN3A
288	SAP130
288	SUDS3
289	SIN3B
289	SAP30
289	RBBP4
289	HDAC1
289	RBBP7
289	HDAC2
289	SIN3A
289	BRMS1
290	ARID4B
290	BRMS1
291	TRIM23
291	NAA15
292	ZW10
292	PSMD8
292	RINT1
293	HGS
293	SNAP25
293	STX12
294	SNAP25
294	VAMP2
294	STX12
295	ARID1A
295	PRMT5
295	ACTL6A
295	SMARCA4
295	RBBP4
295	SMARCB1
295	SMARCD3
295	SMARCC2
295	HDAC2
295	SMARCC1
295	SMARCD2
295	SMARCE1
295	SMARCD1
295	SIN3A
296	ARID1A
296	PRMT5
296	ACTL6A
296	SMARCA2
296	RBBP4
296	SMARCB1
296	HDAC1
296	SMARCD3
296	SMARCC2
296	HDAC2
296	SMARCC1
296	SMARCD2
296	SMARCE1
296	SMARCD1
296	SIN3A
297	SPI1
297	HDAC1
297	SIN3A
298	SPI1
298	TBP
299	RB1
299	MORF4L1
299	MRFAP1
300	KAT8
300	MORF4L1
301	ACTN4
301	SVIL
301	ITGB2
301	HSP90AB1
301	HSPA1A
301	HSPA8
301	PTPRB
301	PI4KA
301	ACTB
301	MPP3
301	LAMA3
301	P2RX7
302	COPS2
302	RBX1
302	GPS1
302	CUL4A
302	DDB1
302	COPS6
302	DDB2
302	COPS5
302	COPS8
302	COPS4
302	COPS7A
302	COPS3
303	COPS2
303	RBX1
303	GPS1
303	ERCC8
303	CUL4A
303	DDB1
303	COPS6
303	COPS5
303	COPS8
303	COPS4
303	COPS7A
303	COPS3
304	POLR2A
304	COPS2
304	RBX1
304	GPS1
304	ERCC8
304	CUL4A
304	DDB1
304	COPS6
304	COPS5
304	COPS8
304	COPS4
304	COPS7A
304	COPS3
305	RBX1
305	SKP1
305	CUL1
305	FBXO31
306	SNAP23
306	VAMP1
306	STX4
307	SNAP23
307	VAMP2
307	STX4
308	VAMP1
308	VAMP7
308	STX4
309	SAP18
309	SAP30
309	RBBP4
309	HDAC1
309	RBBP7
309	ARID4B
309	HDAC2
309	SIN3A
309	ING1
310	SAP18
310	ARID1A
310	SAP30
310	ACTL6A
310	SMARCA4
310	RBBP4
310	SMARCB1
310	HDAC1
310	RBBP7
310	ARID4B
310	SMARCC2
310	HDAC2
310	SMARCC1
310	SMARCD1
310	SIN3A
310	ING1
311	CASC3
311	EIF4A3
311	MAGOH
311	RBM8A
312	HDAC3
312	TBL1X
312	NCOR1
312	GPS2
312	TBL1XR1
313	SAP18
313	SAP30
313	RBBP4
313	HDAC1
313	RBBP7
313	SAP25
313	ARID4B
313	HDAC2
313	SIN3A
313	SAP130
313	SUDS3
314	SIN3B
314	HDAC2
314	SIN3A
314	NCOR2
315	CEBPA
315	ONECUT1
316	HDAC1
316	SIN3A
316	NCOR2
317	MAP3K7
317	TRAF6
318	MECP2
318	HDAC1
318	HDAC2
318	SIN3A
319	HDAC3
319	TBL1X
319	NCOR2
320	SGCE
320	NOS3
320	UTRN
320	CAV1
320	DAG1
321	CASC3
321	EIF4A3
321	MAGOH
321	UPF3B
321	PYM1
321	RBM8A
322	GSN
322	PRUNE
323	GSK3B
323	PRUNE
324	NME1
324	PRUNE
325	SAP18
325	RNPS1
325	ACIN1
326	MAGOH
326	RBM8A
327	DYSF
327	PARVB
328	THOC5
328	DDX39B
328	THOC7
328	ALYREF
328	THOC6
328	THOC2
328	THOC1
328	THOC3
329	NME1
329	PRKAA1
330	THOC5
330	THOC7
330	THOC6
330	THOC2
330	THOC1
331	RNPS1
331	ALYREF
331	SRRM1
331	UPF3B
331	UPF2
331	NXF1
331	RBM8A
332	ARID1A
332	MTA2
332	MBD3
332	ACTL6A
332	HNRNPC
332	SMARCA4
332	ACTB
332	RBBP4
332	SMARCB1
332	HDAC1
332	CHD4
332	SMARCC2
332	GATAD2B
332	HDAC2
332	DPF2
332	SMARCC1
332	SMARCD2
332	SMARCE1
332	MBD2
333	URI1
333	POLR2E
333	SKP1
333	SKP2
333	CUL1
333	PFDN2
333	STAP1
333	RUVBL2
333	RUVBL1
334	USP9X
334	ITCH
335	GSPT1
335	ETF1
335	UPF1
335	SMG1
336	EIF4A3
336	MAGOH
336	DDX39B
336	RNPS1
336	ALYREF
336	SRRM1
336	UPF3B
336	RBM8A
337	NR3C2
337	PPP3CA
337	NCOA1
338	ACTL6A
338	KAT5
338	EPC1
338	DMAP1
338	MORF4L1
338	RUVBL2
338	RUVBL1
338	TRRAP
339	EXOSC10
339	EXOSC9
339	EXOSC2
339	EXOSC7
339	EXOSC6
339	EXOSC8
339	EXOSC4
339	EXOSC5
339	EXOSC3
339	DIS3
339	EXOSC1
340	DDB1
340	DDB2
341	CPLX1
341	SNAP25
341	VAMP2
341	STX1A
342	SNAP25
342	VAMP2
342	STX1A
342	CPLX2
343	SNAP23
343	STX11
343	VAMP2
344	YEATS4
344	ACTL6A
344	EPC2
344	KAT5
344	EP400
344	BRD8
344	EPC1
344	MEAF6
344	DMAP1
344	MRGBP
344	ING3
344	MORF4L1
344	RUVBL2
344	RUVBL1
344	TRRAP
345	ACTL6A
345	VPS72
345	SRCAP
345	EP400
345	BRD8
345	EPC1
345	DMAP1
345	RUVBL2
345	RUVBL1
345	TRRAP
346	SNAP23
346	STX2
347	ARID1A
347	PRMT5
347	ACTL6A
347	SMARCA4
347	SMARCB1
347	SMARCC2
347	HDAC2
347	SMARCC1
347	SMARCE1
347	SMARCD1
347	SIN3A
348	SNAP23
348	STX4
349	ARID1A
349	PRMT5
349	ACTL6A
349	SMARCA2
349	SMARCB1
349	SMARCC2
349	HDAC2
349	SMARCC1
349	SMARCD2
349	SMARCE1
349	SMARCD1
349	SIN3A
350	GSPT1
350	ETF1
351	PRMT5
351	POLR2B
351	GTF2F1
351	ERH
351	STK38
351	WDR77
351	CTDP1
352	UPF1
352	UPF3A
352	UPF2
353	UPF1
353	UPF3B
353	UPF2
354	RNPS1
354	UPF1
354	UPF3B
354	UPF3A
354	UPF2
354	NXF1
354	RBM8A
355	PPP1R12A
355	RHOA
355	MPRIP
356	PRMT5
356	CLNS1A
356	SNRPD1
356	SNRPD3
357	SNAP23
357	STX6
358	PARN
358	EXOSC10
358	EXOSC2
358	DCP2
358	XRN1
358	UPF1
358	UPF3B
358	XRN2
358	UPF2
358	EXOSC4
359	PRMT5
359	SNRPB
359	CLNS1A
360	TRPC1
360	ORAI1
360	CTNND2
361	CDH5
361	PARD6A
362	CDH5
362	PARD3
362	PARD6A
363	PRMT5
363	GEMIN2
363	SNRPB
363	CLNS1A
363	GEMIN4
363	SMN1
363	SMN2
363	DDX20
364	CLNS1A
364	SNRPD1
364	SNRPD3
365	PRMT5
365	SNRPB
365	CLNS1A
365	SNRPD1
365	SNRPD2
365	SNRPD3
366	SNRPB
366	CLNS1A
366	SNRPE
366	SNRPF
366	SNRPG
366	SNRPD1
366	SNRPD2
366	SNRPD3
367	PRMT5
367	CLNS1A
368	MYBL2
368	LIN9
369	SERPINA5
369	KLK3
369	SCG2
370	CAPZB
370	CAPZA1
370	AMOT
370	ARHGAP17
370	MPP5
370	PATJ
370	SH3KBP1
370	CD2AP
371	PRKCI
371	ARHGAP17
371	PARD3
372	MPDZ
372	AMOT
372	MPP7
372	ARHGAP17
372	AMOTL1
372	MPP5
372	PATJ
372	AMOTL2
373	PCNA
373	DNMT1
373	EHMT2
374	DNMT1
374	EHMT2
375	MED19
375	MED22
375	MED1
375	MED25
375	MED8
375	MED18
375	MED4
375	MED17
375	MED29
375	MED11
376	KDM1A
376	BRCA2
376	HDAC1
376	HDAC2
376	PHF21A
376	HMG20B
376	RCOR1
377	SNAP29
377	STX1A
378	STX6
378	VAMP4
378	VAMP3
378	VAMP8
379	STX16
379	VAMP4
379	VAMP3
380	STX6
380	VAMP3
380	VTI1A
381	STX16
381	STX6
381	VAMP4
381	VTI1A
381	VTI1B
382	ADRB1
382	PRKAR2A
382	AKAP5
382	PRKAR2B
383	MBD3
383	RBBP4
383	MTA1
383	RBBP7
383	HDAC1
383	HDAC2
384	MTA2
384	MBD3
384	RBBP4
384	HDAC1
384	CHD4
384	RBBP7
384	HDAC2
384	SIN3A
385	RBBP4
385	MTA1
385	RBBP7
385	HDAC1
385	HDAC2
386	MED7
386	CCNC
386	CDK8
386	MED23
387	CCNC
387	CDK8
387	MED23
388	CCNC
388	CDK8
389	MED14
389	MED6
389	CCNC
389	CDK8
389	MED23
390	MED14
390	MED6
390	MED23
391	RET
391	SHC3
392	GAB1
392	SHC3
393	KIF3B
393	PRKCI
393	PARD3
393	PARD6A
393	KIF3A
394	MED7
394	MED14
394	MED6
394	MED26
394	CDK8
394	MED1
394	MED25
394	MED12
394	MED15
394	MED17
394	MED13
394	MED23
394	MED16
395	MED7
395	MED14
395	MED24
395	MED6
395	MED15
395	MED18
395	MED4
395	MED17
395	MED23
395	MED16
396	FGFR1
396	ANOS1
397	SNAP23
397	STX1A
398	SMARCA1
398	CECR2
399	MPP5
399	PARD3
399	PARD6A
400	SMARCA5
400	RSF1
401	SMARCA1
401	RSF1
402	HNRNPC
402	TOP2A
402	DHX9
402	SSRP1
402	PRPF8
402	SRPK1
402	DDX21
403	SMARCA5
403	BAZ1A
404	SCRIB
404	LLGL2
405	CENPC
405	CENPU
405	CENPT
405	CENPN
405	CENPH
405	CENPM
406	SCRIB
406	VANGL2
407	SMARCA5
407	CENPB
407	HSPA5
407	HSPA8
407	FBL
407	BMI1
407	CENPA
407	KIF23
407	CENPC
407	RING1
407	SSRP1
407	CBX3
407	CUL4A
407	WTAP
407	DDB1
407	COBLL1
407	ZC3H13
407	KIAA1429
407	PLPPR3
407	CENPU
407	CENPL
407	NUP93
407	SHCBP1
407	DHX38
407	CENPI
407	ZFP91
407	RSF1
407	RNF2
407	CENPK
407	CENPO
407	SRRT
407	WDR11
407	RACGAP1
407	CENPH
407	CBX8
407	CENPM
407	SUPT16H
408	ARHGEF7
408	SCRIB
408	GIT1
409	APC
409	SCRIB
410	SSRP1
410	NEK9
410	SUPT16H
411	SSRP1
411	SUPT16H
412	CSNK2A2
412	CSNK2B
412	CSNK2A1
412	SSRP1
412	SUPT16H
413	STX7
413	VPS11
413	VPS18
414	VPS16
414	VPS11
414	VPS18
415	CDC7
415	DBF4
416	PRKCI
416	LLGL2
416	PARD6B
417	PRKCI
417	LLGL1
417	PARD6B
418	NBN
418	BRCA1
418	MRE11A
418	RAD50
419	EED
419	RBBP4
419	SUZ12
419	EZH2
419	AEBP2
420	GPAA1
420	PIGK
420	PIGT
420	PIGS
420	PIGU
421	KIN
421	PCNA
421	RPA1
422	HNRNPA2B1
422	PTGES3
422	PDCD6
423	TOR1A
423	TOR1B
424	POLA1
424	CCNA2
424	CDK2
424	RFC4
424	RFC2
424	RFC1
424	RFC5
424	RFC3
424	POLA2
425	PARP1
425	POLA1
425	TOP1
425	RPA2
425	LIG1
425	CCNA2
425	CDK2
425	RPA1
425	POLD1
425	RPA3
425	RFC2
425	RFC1
425	POLE
426	CDK1
426	PARP1
426	POLA1
426	TOP1
426	CCNB1
426	RPA2
426	CCNA2
426	RPA1
426	POLD1
426	RPA3
426	RFC2
426	RFC1
426	POLE
427	CDK7
427	CCNH
428	CDK7
428	CCNH
428	MNAT1
429	HNF4A
429	SUB1
430	ERCC2
430	ERCC3
430	GTF2H1
430	CDK7
430	CCNH
430	MNAT1
430	GTF2H2
430	GTF2H3
430	GTF2H5
430	GTF2H4
431	ERCC2
431	CDK7
431	CCNH
431	MNAT1
432	ERCC3
432	GTF2H1
432	GTF2H2
432	GTF2H3
432	GTF2H4
433	PCNA
433	KIAA0101
434	KIAA0101
434	ING1
435	ACTB
435	TJP1
435	DTNA
436	NCOA1
436	SRA1
437	XPO1
437	SNUPN
437	RAN
438	RBX1
438	SKP1
438	CUL1
438	FBXW11
439	ESR1
439	BCL3
439	RELA
439	NCOA3
440	PML
440	ZMYM2
441	SUMO1
441	ZMYM2
442	CCDC85B
442	MCRS1
443	SNX1
443	SNX6
444	SNX2
444	SNX1
444	VPS26B
444	VPS35
444	VPS29
445	BCL2
445	CASP8
445	BFAR
446	CYTH3
446	GRASP
447	IFI35
447	NMI
448	CD8A
448	LCK
449	SNRPB
449	SNRPE
449	SNRPF
449	SNRPG
449	SNRPD1
449	SNRPD2
449	SNRPD3
449	YBX1
449	SNRNP35
449	SRSF7
449	SNRNP48
449	PDCD7
449	TOE1
449	SNRNP25
449	PRKRIP1
450	FGF2
450	API5
451	SNX2
451	SNX4
451	SNX1
452	PKHD1
452	PKD2
453	SNX2
454	CCNT1
454	CDK9
455	CCNT2
455	CDK9
456	CCNK
456	CDK9
457	PDXK
457	POLB
457	XRCC1
457	LIG3
457	NEIL2
458	PDXK
458	POLB
458	XRCC1
458	LIG3
458	NEIL1
459	BIRC5
459	EVI5
459	AURKB
459	INCENP
460	PRNP
461	LIN7A
461	MPP6
462	AP1G1
462	RABEP1
463	SNX2
463	SNX4
463	LEPR
463	SNX1
464	PCNA
464	XRCC6
464	XRCC5
465	SNX2
465	SNX4
465	INSR
465	SNX1
466	ATP5L
466	HSPD1
466	SDHA
466	HSPA9
466	FXN
466	LYRM4
466	AFG3L2
467	SNX2
467	SNX4
467	EGFR
467	SNX1
468	SNX2
468	SNX4
468	PDGFRA
468	SNX1
469	EIF3F
469	EIF3D
469	EIF3H
469	EIF3G
469	EIF3J
469	EIF3B
469	EIF3E
469	EIF3I
469	EIF3A
469	EIF3M
469	EIF3C
469	EIF3K
469	EIF3L
470	POLA1
470	PRIM1
470	PRIM2
470	POLA2
471	TFRC
471	SNX1
472	GTF3C1
472	GTF3C2
472	GTF3C4
472	GTF3C5
472	GTF3C3
473	TOP1
473	SUB1
473	GTF3C1
473	GTF3C2
473	GTF3C4
473	GTF3C5
473	GTF3C3
474	POLA1
474	TOP1
474	TOP2A
474	PCNA
474	RPA1
474	POLD1
474	RFC1
474	POLD2
474	PRIM1
474	PRIM2
474	POLE2
474	POLE
474	POLA2
474	POLD3
474	POLD4
474	POLE4
474	POLE3
475	GTF3C1
475	GTF3C2
475	GTF3A
475	GTF3C4
475	GTF3C5
475	GTF3C3
476	BDP1
476	TBP
476	GTF3C1
476	GTF3C2
476	GTF3A
476	BRF1
476	GTF3C4
476	GTF3C5
476	GTF3C3
477	XPO1
477	BIRC5
477	AURKB
478	XPO1
478	BIRC5
479	BIRC5
479	CDCA8
479	AURKB
479	INCENP
480	BIRC5
480	CDCA8
480	INCENP
481	OXSR1
481	WNK1
482	WNK1
482	STK39
483	HIP1R
483	CTTN
484	PPP2R1A
484	RFC2
485	PPP2R1A
485	RFC4
486	ATR
486	HDAC2
487	ATR
487	CHD4
487	HDAC2
488	CPLX1
488	SNAP25
488	VAMP2
488	STX1A
488	CPLX3
489	SNAP25
489	VAMP2
489	STX1A
489	CPLX4
489	CPLX3
490	CPLX1
490	SNAP25
490	VAMP2
490	STX3
490	STX1A
490	CPLX4
490	CPLX3
491	CPLX1
491	STX3
491	CPLX3
492	NUDT21
492	DHX16
492	PCF11
492	ERCC3
492	SFPQ
492	U2AF2
492	PTBP1
492	MRE11A
492	U2AF1
492	TJP1
492	CAPRIN1
492	CPSF6
492	CPSF7
492	GTF2H4
492	CLP1
492	CPSF3
493	GEMIN2
493	SNRPB
493	GEMIN4
493	SNRPE
493	SNRPF
493	SNRPG
493	SNRPD1
493	SNRPD2
493	SNRPD3
493	SMN1
493	SMN2
493	GEMIN5
493	GEMIN6
493	GEMIN7
493	GEMIN8
493	DDX20
493	STRAP
494	CPSF4
494	CPSF1
494	FIP1L1
494	CPSF2
494	CPSF3
495	CSTF2
495	CSTF1
495	CSTF3
496	CSTF2
496	CSTF1
496	CPSF1
496	CSTF3
496	SYMPK
496	CPSF2
496	CPSF3
497	SNRPA
497	DDX5
497	SFPQ
497	NONO
498	HAT1
498	NASP
498	HIST1H4A
498	HIST1H3A
498	RBBP4
498	CHAF1A
498	CHAF1B
498	IPO4
498	ASF1B
498	ASF1A
499	HAT1
499	NASP
499	HIRA
499	HIST1H4A
499	H3F3A
499	H3F
499	RBBP4
499	IPO4
499	ASF1B
499	ASF1A
500	FANCG
500	FANCA
500	FANCC
500	FANCM
500	FANCB
500	FANCE
500	FANCF
500	FANCL
501	CPSF3L
501	INTS3
501	INTS5
501	INTS8
501	INTS1
501	INTS12
501	INTS4
501	INTS2
501	INTS9
501	INTS7
501	INTS10
501	INTS6
502	SAC3D1
502	BRCA2
502	SHFM1
502	CPSF3L
502	INTS5
502	INTS8
502	INTS4
502	LENG8
502	INTS2
502	INTS9
502	INTS7
502	INTS10
502	INTS6
503	POLR2A
503	POLR2B
503	CPSF3L
503	INTS3
503	INTS5
503	INTS8
503	INTS1
503	INTS12
503	INTS4
503	INTS2
503	INTS9
503	INTS7
503	INTS10
503	INTS6
504	EP300
504	ING1
505	HDAC1
505	ING1
506	PCNA
506	EP300
506	ING1
507	RBX1
507	CUL4A
507	CUL4B
507	DDB1
507	DDB2
508	RNF40
508	UBE2E1
508	RNF20
509	ACTL6A
509	ACTB
509	EP400
509	RUVBL2
509	RUVBL1
509	TRRAP
510	CDC73
510	CTR9
510	PAF1
510	LEO1
510	WDR61
511	SKIV2L
511	TTC37
511	WDR61
512	SNAP23
512	STX4
512	VAMP3
512	VAMP8
513	ACTL6A
513	MYC
513	RUVBL2
513	RUVBL1
513	TRRAP
514	NCBP2
514	NCBP1
515	ACTL6A
515	RUVBL2
515	RUVBL1
516	NCBP2
516	NCBP1
516	PHAX
517	ACTL6A
517	TRRAP
518	XPO1
518	NCBP2
518	RAN
518	NCBP1
518	PHAX
519	EED
519	EZH2
519	SIRT1
520	HSPA8
520	SKP1
520	RING1
520	BCOR
520	RYBP
520	KDM2B
520	RNF2
520	PCGF1
521	CENPC
521	ITGB3BP
521	CENPP
521	CENPU
521	CENPQ
521	CENPL
521	APITD1
521	CENPT
521	CENPN
521	CENPK
521	CENPO
521	CENPH
521	CENPM
522	SART1
522	HNRNPR
522	PLRG1
522	AQR
522	SYNCRIP
522	CDC40
522	SF3B1
522	SNRNP200
522	PRPF6
522	SLU7
522	SYF2
522	HNRNPC
522	SNRPB2
522	HNRNPA1
522	SNRPA1
522	PABPC1
522	SNRPB
522	DDX5
522	HNRNPA2B1
522	HNRNPH1
522	RBMX
522	EIF4A3
522	MTREX
522	HNRNPA3
522	HNRNPM
522	HNRNPF
522	MAGOH
522	HNRNPK
522	SNRPE
522	SNRPF
522	SNRPG
522	LSM3
522	SNRPD1
522	SNRPD2
522	SNRPD3
522	HNRNPU
522	U2AF1
522	SRSF1
522	SF3A3
522	SF3B2
522	PRPF4B
522	SNW1
522	FRG1
522	DHX8
522	EFTUD2
522	SF3B3
522	SF3A2
522	SF3A1
522	ZCCHC8
522	PRPF8
522	CWC27
522	ALYREF
522	SRRM1
522	CACTIN
522	DHX38
522	PPWD1
522	DGCR14
522	SNRNP40
522	CDC5L
522	GPATCH1
522	WDR83
522	DDX23
522	CRNKL1
522	PPIL3
522	PNN
522	DHX35
522	CWC22
522	XAB2
522	RBM22
522	CWC15
522	TFIP11
522	DDX41
522	RALY
522	ISY1
522	PRPF19
522	PPIE
522	SRRM2
522	LSM2
522	PPIL1
522	RBM8A
523	PLRG1
523	BCAS2
523	HSPA8
523	GCN1
523	CDC5L
523	PRPF19
524	SFI1
524	PPM1D
524	PLRG1
524	SF3B1
524	BCAS2
524	SNRPA
524	SNRPA1
524	HSPA8
524	TOP2A
524	TCF4
524	SFPQ
524	RBMX
524	PPP1CA
524	SNRPD1
524	SNRPD2
524	SNRPD3
524	PRKDC
524	SRSF2
524	SRSF1
524	ILF2
524	SF3B2
524	DYNC1H1
524	SF3B4
524	BZW1
524	SRRM1
524	GCN1
524	CDC5L
524	CWC15
524	PRPF19
524	SCAF8
525	PIK3C2A
525	PIK3C2B
525	EGFR
525	ERBB2
526	CHMP2A
526	CHMP1B
526	CHMP4C
526	CHMP6
526	CHMP4A
526	CHMP4B
526	CHMP1A
526	CHMP5
526	CHMP2B
526	CHMP3
527	VPS36
527	SNF8
527	VPS25
528	NBN
528	XRCC6
528	XRCC5
528	LIG4
528	MRE11A
528	XRCC4
528	RAD50
529	NCBP1
529	NECAB3
530	SUPT5H
530	HTATSF1
530	NCL
530	POLR2A
530	CDK9
531	VPS37C
531	TSG101
531	VPS28
532	PARP1
532	XRCC6
532	XRCC5
532	MRE11A
532	TERF2
532	RAD50
532	TERF2IP
533	E2F6
533	GJB3
533	MAX
533	RING1
533	TFDP1
533	MGA
533	YAF2
533	L3MBTL2
533	EHMT2
533	RNF2
533	PCGF6
533	EHMT1
534	PRPF8
534	SRRM1
535	TERF1
535	TERF2
535	ACD
535	TINF2
535	POT1
535	TERF2IP
536	TERF2
536	ACD
536	TINF2
536	POT1
537	RPN1
537	RPN2
537	DDOST
537	STT3A
537	DAD1
537	MAGT1
538	RPN1
538	RPN2
538	DDOST
538	DAD1
538	TUSC3
538	STT3B
538	MAGT1
539	TERF1
539	ACD
539	TINF2
539	POT1
540	TNKS
540	TERF1
540	TINF2
541	TERF1
541	TERF2
541	RAD50
541	ACD
541	TINF2
541	POT1
541	TERF2IP
542	TERF2
542	TERF2IP
543	TNKS
543	TERF1
543	TERF2
543	TINF2
543	POT1
543	TERF2IP
544	ARNT
544	AHR
544	RBX1
544	TBL3
544	CUL4B
544	DDB1
545	RBX1
545	CUL4A
545	DDB1
545	DET1
545	RFWD2
546	RBX1
546	SKP1
546	CUL1
546	FBXW7
547	WRN
547	TERF2
548	BLM
548	TERF2
549	TNKS
549	TERF1
549	TNKS2
550	XRCC6
550	XRCC5
550	TERF2
551	GTF2A1
551	GTF2A2
551	TERF2
552	HNRNPR
552	SSB
552	NPM1
552	HSPA5
552	PABPC1
552	H2AFX
552	CALR
552	CALM1
552	CAL
552	HIST1H4A
552	SSRP1
552	HIST3H2BB
552	EIF3L
552	SUPT16H
553	SPOP
553	BMI1
553	CUL3
554	SPOP
554	H2AFY
554	CUL3
555	NPM1
555	PARP1
555	HSPA5
555	H2AFX
555	CALR
555	DHX30
555	HIST3H2BB
556	NPM1
556	HSPA5
556	H2AFX
